experiment_id,t_s,requested_setpoint_m,effective_setpoint_m,backstop_decision,pump_command,pump_permitted,pump_energised,valve_position,true_tank_level_m
EXP-SCN004-backstop-disabled-d14f929b,22.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.134981
EXP-SCN004-backstop-disabled-d14f929b,22.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.133502
EXP-SCN004-backstop-disabled-d14f929b,23.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.132003
EXP-SCN004-backstop-disabled-d14f929b,23.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.130660
EXP-SCN004-backstop-disabled-d14f929b,24.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.129095
EXP-SCN004-backstop-disabled-d14f929b,24.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.127629
EXP-SCN004-backstop-disabled-d14f929b,25.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.126051
EXP-SCN004-backstop-disabled-d14f929b,25.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.124568
EXP-SCN004-backstop-disabled-d14f929b,26.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.123086
EXP-SCN004-backstop-disabled-d14f929b,26.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.121642
EXP-SCN004-backstop-disabled-d14f929b,27.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.120069
EXP-SCN004-backstop-disabled-d14f929b,27.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.118500
EXP-SCN004-backstop-disabled-d14f929b,28.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.117155
EXP-SCN004-backstop-disabled-d14f929b,28.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.115590
EXP-SCN004-backstop-disabled-d14f929b,29.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.114059
EXP-SCN004-backstop-disabled-d14f929b,29.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.112477
EXP-SCN004-backstop-disabled-d14f929b,30.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.111017
EXP-SCN004-backstop-disabled-d14f929b,30.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.109672
EXP-SCN004-backstop-disabled-d14f929b,31.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.108231
EXP-SCN004-backstop-disabled-d14f929b,31.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.106716
EXP-SCN004-backstop-disabled-d14f929b,32.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.105324
EXP-SCN004-backstop-disabled-d14f929b,32.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.103793
EXP-SCN004-backstop-disabled-d14f929b,33.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.102466
EXP-SCN004-backstop-disabled-d14f929b,33.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.100948
EXP-SCN004-backstop-disabled-d14f929b,34.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.099346
EXP-SCN004-backstop-disabled-d14f929b,34.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.097880
EXP-SCN004-backstop-disabled-d14f929b,35.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.096551
EXP-SCN004-backstop-disabled-d14f929b,35.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.095160
EXP-SCN004-backstop-disabled-d14f929b,36.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.093727
EXP-SCN004-backstop-disabled-d14f929b,36.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.092345
EXP-SCN004-backstop-disabled-d14f929b,37.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.090827
EXP-SCN004-backstop-disabled-d14f929b,37.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.089327
EXP-SCN004-backstop-disabled-d14f929b,38.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.087999
EXP-SCN004-backstop-disabled-d14f929b,38.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.086498
EXP-SCN004-backstop-disabled-d14f929b,39.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.085108
EXP-SCN004-backstop-disabled-d14f929b,39.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.083582
EXP-SCN004-backstop-disabled-d14f929b,40.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.082072
EXP-SCN004-backstop-disabled-d14f929b,40.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.080686
EXP-SCN004-backstop-disabled-d14f929b,41.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.079160
EXP-SCN004-backstop-disabled-d14f929b,41.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.077749
EXP-SCN004-backstop-disabled-d14f929b,42.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.076371
EXP-SCN004-backstop-disabled-d14f929b,42.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.074906
EXP-SCN004-backstop-disabled-d14f929b,43.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.073564
EXP-SCN004-backstop-disabled-d14f929b,43.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.072167
EXP-SCN004-backstop-disabled-d14f929b,44.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.070624
EXP-SCN004-backstop-disabled-d14f929b,44.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.069279
EXP-SCN004-backstop-disabled-d14f929b,45.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.067962
EXP-SCN004-backstop-disabled-d14f929b,45.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.066510
EXP-SCN004-backstop-disabled-d14f929b,46.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.065192
EXP-SCN004-backstop-disabled-d14f929b,46.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.063713
EXP-SCN004-backstop-disabled-d14f929b,47.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.062373
EXP-SCN004-backstop-disabled-d14f929b,47.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.060958
EXP-SCN004-backstop-disabled-d14f929b,48.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.059613
EXP-SCN004-backstop-disabled-d14f929b,48.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.058251
EXP-SCN004-backstop-disabled-d14f929b,49.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.056669
EXP-SCN004-backstop-disabled-d14f929b,49.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.055290
EXP-SCN004-backstop-disabled-d14f929b,50.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.053845
EXP-SCN004-backstop-disabled-d14f929b,50.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.052314
EXP-SCN004-backstop-disabled-d14f929b,51.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.050818
EXP-SCN004-backstop-disabled-d14f929b,51.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.049321
EXP-SCN004-backstop-disabled-d14f929b,52.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.047741
EXP-SCN004-backstop-disabled-d14f929b,52.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.046190
EXP-SCN004-backstop-disabled-d14f929b,53.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.044736
EXP-SCN004-backstop-disabled-d14f929b,53.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.043297
EXP-SCN004-backstop-disabled-d14f929b,54.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.041889
EXP-SCN004-backstop-disabled-d14f929b,54.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.040469
EXP-SCN004-backstop-disabled-d14f929b,55.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.039017
EXP-SCN004-backstop-disabled-d14f929b,55.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.037644
EXP-SCN004-backstop-disabled-d14f929b,56.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.036124
EXP-SCN004-backstop-disabled-d14f929b,56.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.034809
EXP-SCN004-backstop-disabled-d14f929b,57.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.033241
EXP-SCN004-backstop-disabled-d14f929b,57.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.031924
EXP-SCN004-backstop-disabled-d14f929b,58.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.030397
EXP-SCN004-backstop-disabled-d14f929b,58.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.028799
EXP-SCN004-backstop-disabled-d14f929b,59.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.027330
EXP-SCN004-backstop-disabled-d14f929b,59.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.025738
EXP-SCN004-backstop-disabled-d14f929b,60.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.024341
EXP-SCN004-backstop-disabled-d14f929b,60.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.022928
EXP-SCN004-backstop-disabled-d14f929b,61.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.021504
EXP-SCN004-backstop-disabled-d14f929b,61.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.019962
EXP-SCN004-backstop-disabled-d14f929b,62.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.018496
EXP-SCN004-backstop-disabled-d14f929b,62.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.016969
EXP-SCN004-backstop-disabled-d14f929b,63.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.015617
EXP-SCN004-backstop-disabled-d14f929b,63.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.014257
EXP-SCN004-backstop-disabled-d14f929b,64.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.012923
EXP-SCN004-backstop-disabled-d14f929b,64.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.011462
EXP-SCN004-backstop-disabled-d14f929b,65.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.009921
EXP-SCN004-backstop-disabled-d14f929b,65.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.008436
EXP-SCN004-backstop-disabled-d14f929b,66.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.007061
EXP-SCN004-backstop-disabled-d14f929b,66.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.005611
EXP-SCN004-backstop-disabled-d14f929b,67.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.004185
EXP-SCN004-backstop-disabled-d14f929b,67.500000,3.200000,3.200000,PASS,0,0,0,1.000000,3.002654
EXP-SCN004-backstop-disabled-d14f929b,68.000000,3.200000,3.200000,PASS,0,0,0,1.000000,3.001162
EXP-SCN004-backstop-disabled-d14f929b,68.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.999593
EXP-SCN004-backstop-disabled-d14f929b,69.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.998207
EXP-SCN004-backstop-disabled-d14f929b,69.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.996847
EXP-SCN004-backstop-disabled-d14f929b,70.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.995329
EXP-SCN004-backstop-disabled-d14f929b,70.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.993793
EXP-SCN004-backstop-disabled-d14f929b,71.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.992238
EXP-SCN004-backstop-disabled-d14f929b,71.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.990779
EXP-SCN004-backstop-disabled-d14f929b,72.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.989244
EXP-SCN004-backstop-disabled-d14f929b,72.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.987755
EXP-SCN004-backstop-disabled-d14f929b,73.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.986387
EXP-SCN004-backstop-disabled-d14f929b,73.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.985019
EXP-SCN004-backstop-disabled-d14f929b,74.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.983633
EXP-SCN004-backstop-disabled-d14f929b,74.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.982288
EXP-SCN004-backstop-disabled-d14f929b,75.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.980773
EXP-SCN004-backstop-disabled-d14f929b,75.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.979273
EXP-SCN004-backstop-disabled-d14f929b,76.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.977697
EXP-SCN004-backstop-disabled-d14f929b,76.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.976243
EXP-SCN004-backstop-disabled-d14f929b,77.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.974924
EXP-SCN004-backstop-disabled-d14f929b,77.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.973500
EXP-SCN004-backstop-disabled-d14f929b,78.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.971974
EXP-SCN004-backstop-disabled-d14f929b,78.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.970505
EXP-SCN004-backstop-disabled-d14f929b,79.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.969165
EXP-SCN004-backstop-disabled-d14f929b,79.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.967641
EXP-SCN004-backstop-disabled-d14f929b,80.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.966039
EXP-SCN004-backstop-disabled-d14f929b,80.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.964700
EXP-SCN004-backstop-disabled-d14f929b,81.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.963320
EXP-SCN004-backstop-disabled-d14f929b,81.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.961875
EXP-SCN004-backstop-disabled-d14f929b,82.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.960452
EXP-SCN004-backstop-disabled-d14f929b,82.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.958870
EXP-SCN004-backstop-disabled-d14f929b,83.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.957318
EXP-SCN004-backstop-disabled-d14f929b,83.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.955879
EXP-SCN004-backstop-disabled-d14f929b,84.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.954293
EXP-SCN004-backstop-disabled-d14f929b,84.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.952973
EXP-SCN004-backstop-disabled-d14f929b,85.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.951459
EXP-SCN004-backstop-disabled-d14f929b,85.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.949928
EXP-SCN004-backstop-disabled-d14f929b,86.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.948363
EXP-SCN004-backstop-disabled-d14f929b,86.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.946946
EXP-SCN004-backstop-disabled-d14f929b,87.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.945513
EXP-SCN004-backstop-disabled-d14f929b,87.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.944172
EXP-SCN004-backstop-disabled-d14f929b,88.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.942678
EXP-SCN004-backstop-disabled-d14f929b,88.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.941273
EXP-SCN004-backstop-disabled-d14f929b,89.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.939867
EXP-SCN004-backstop-disabled-d14f929b,89.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.938553
EXP-SCN004-backstop-disabled-d14f929b,90.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.936981
EXP-SCN004-backstop-disabled-d14f929b,90.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.935650
EXP-SCN004-backstop-disabled-d14f929b,91.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.934071
EXP-SCN004-backstop-disabled-d14f929b,91.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.932723
EXP-SCN004-backstop-disabled-d14f929b,92.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.931400
EXP-SCN004-backstop-disabled-d14f929b,92.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.929963
EXP-SCN004-backstop-disabled-d14f929b,93.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.928587
EXP-SCN004-backstop-disabled-d14f929b,93.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.927029
EXP-SCN004-backstop-disabled-d14f929b,94.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.925586
EXP-SCN004-backstop-disabled-d14f929b,94.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.924086
EXP-SCN004-backstop-disabled-d14f929b,95.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.922555
EXP-SCN004-backstop-disabled-d14f929b,95.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.921184
EXP-SCN004-backstop-disabled-d14f929b,96.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.919581
EXP-SCN004-backstop-disabled-d14f929b,96.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.918022
EXP-SCN004-backstop-disabled-d14f929b,97.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.916535
EXP-SCN004-backstop-disabled-d14f929b,97.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.915126
EXP-SCN004-backstop-disabled-d14f929b,98.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.913544
EXP-SCN004-backstop-disabled-d14f929b,98.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.911998
EXP-SCN004-backstop-disabled-d14f929b,99.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.910459
EXP-SCN004-backstop-disabled-d14f929b,99.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.909000
EXP-SCN004-backstop-disabled-d14f929b,100.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.907645
EXP-SCN004-backstop-disabled-d14f929b,100.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.906169
EXP-SCN004-backstop-disabled-d14f929b,101.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.904611
EXP-SCN004-backstop-disabled-d14f929b,101.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.903130
EXP-SCN004-backstop-disabled-d14f929b,102.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.901545
EXP-SCN004-backstop-disabled-d14f929b,102.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.900126
EXP-SCN004-backstop-disabled-d14f929b,103.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.898687
EXP-SCN004-backstop-disabled-d14f929b,103.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.897224
EXP-SCN004-backstop-disabled-d14f929b,104.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.895655
EXP-SCN004-backstop-disabled-d14f929b,104.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.894132
EXP-SCN004-backstop-disabled-d14f929b,105.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.892575
EXP-SCN004-backstop-disabled-d14f929b,105.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.891156
EXP-SCN004-backstop-disabled-d14f929b,106.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.889715
EXP-SCN004-backstop-disabled-d14f929b,106.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.888118
EXP-SCN004-backstop-disabled-d14f929b,107.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.886652
EXP-SCN004-backstop-disabled-d14f929b,107.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.885083
EXP-SCN004-backstop-disabled-d14f929b,108.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.883528
EXP-SCN004-backstop-disabled-d14f929b,108.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.882215
EXP-SCN004-backstop-disabled-d14f929b,109.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.880886
EXP-SCN004-backstop-disabled-d14f929b,109.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.879528
EXP-SCN004-backstop-disabled-d14f929b,110.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.878109
EXP-SCN004-backstop-disabled-d14f929b,110.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.876609
EXP-SCN004-backstop-disabled-d14f929b,111.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.875234
EXP-SCN004-backstop-disabled-d14f929b,111.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.873721
EXP-SCN004-backstop-disabled-d14f929b,112.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.872117
EXP-SCN004-backstop-disabled-d14f929b,112.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.870605
EXP-SCN004-backstop-disabled-d14f929b,113.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.869145
EXP-SCN004-backstop-disabled-d14f929b,113.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.867574
EXP-SCN004-backstop-disabled-d14f929b,114.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.866132
EXP-SCN004-backstop-disabled-d14f929b,114.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.864655
EXP-SCN004-backstop-disabled-d14f929b,115.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.863270
EXP-SCN004-backstop-disabled-d14f929b,115.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.861690
EXP-SCN004-backstop-disabled-d14f929b,116.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.860109
EXP-SCN004-backstop-disabled-d14f929b,116.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.858508
EXP-SCN004-backstop-disabled-d14f929b,117.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.856948
EXP-SCN004-backstop-disabled-d14f929b,117.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.855584
EXP-SCN004-backstop-disabled-d14f929b,118.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.853990
EXP-SCN004-backstop-disabled-d14f929b,118.500000,3.200000,3.200000,PASS,0,0,0,1.000000,2.852481
EXP-SCN004-backstop-disabled-d14f929b,119.000000,3.200000,3.200000,PASS,0,0,0,1.000000,2.850928
