t_s,true_tank_level_m,reported_tank_level_m,independent_level_m,true_source_level_m,true_inflow_m3_s,true_outflow_m3_s,demand_m3_s,service_shortfall_ratio,spill_volume_m3,pump_energised,pump_permitted,pump_command,valve_position,requested_setpoint_m,effective_setpoint_m,supervisory_available,consequence_level,violated_invariants
242.500000,3.414400,3.420000,3.420000,6.000000,0.095020,0.033579,0.033579,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
243.000000,3.416815,3.413000,3.410000,6.000000,0.094942,0.036987,0.036987,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
243.500000,3.419278,3.421000,3.440000,6.000000,0.094867,0.035739,0.035739,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
244.000000,3.421736,3.422000,3.420000,6.000000,0.094791,0.035801,0.035801,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
244.500000,3.424316,3.427000,3.440000,6.000000,0.094716,0.032793,0.032793,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
245.000000,3.426687,3.428000,3.440000,6.000000,0.094636,0.037729,0.037729,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
245.500000,3.429122,3.426000,3.420000,6.000000,0.094563,0.036121,0.036121,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
246.000000,3.431683,3.436000,3.430000,6.000000,0.094489,0.033032,0.033032,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
246.500000,3.434115,3.431000,3.440000,6.000000,0.094410,0.036044,0.036044,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
247.000000,3.436480,3.432000,3.440000,6.000000,0.094335,0.037569,0.037569,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
247.500000,3.439028,3.440000,3.430000,6.000000,0.094262,0.033127,0.033127,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
248.000000,3.441410,3.429000,3.440000,6.000000,0.094184,0.037000,0.037000,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
248.500000,3.444006,3.443000,3.450000,6.000000,0.094110,0.031805,0.031805,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
249.000000,3.446451,3.445000,3.450000,6.000000,0.094031,0.035356,0.035356,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
249.500000,3.448981,3.452000,3.470000,6.000000,0.093955,0.033236,0.033236,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
250.000000,3.451327,3.449000,3.450000,6.000000,0.093878,0.037580,0.037580,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
250.500000,3.453902,3.446000,3.460000,6.000000,0.093805,0.031999,0.031999,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
251.000000,3.456204,3.456000,3.450000,6.000000,0.093726,0.038473,0.038473,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
251.500000,3.458716,3.455000,3.450000,6.000000,0.093655,0.033362,0.033362,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
252.000000,3.461295,3.463000,3.470000,6.000000,0.093578,0.031686,0.031686,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
252.500000,3.463738,3.461000,3.460000,6.000000,0.093499,0.034871,0.034871,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
253.000000,3.466275,3.469000,3.470000,6.000000,0.093423,0.032528,0.032528,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
253.500000,3.468792,3.467000,3.470000,6.000000,0.093345,0.032942,0.032942,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
254.000000,3.471164,3.466000,3.470000,6.000000,0.093268,0.036350,0.036350,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
254.500000,3.473593,3.474000,3.470000,6.000000,0.093195,0.034901,0.034901,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
255.000000,3.475953,3.484000,3.450000,6.000000,0.093120,0.036477,0.036477,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
255.500000,3.478415,3.479000,3.460000,6.000000,0.093048,0.033969,0.033969,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
256.000000,3.480713,3.481000,3.470000,6.000000,0.092972,0.037817,0.037817,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
256.500000,3.483227,3.488000,3.500000,6.000000,0.092901,0.032562,0.032562,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
257.000000,3.485524,3.474000,3.480000,6.000000,0.092824,0.037697,0.037697,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
257.500000,3.488000,3.491000,3.480000,6.000000,0.092753,0.033316,0.033316,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
258.000000,3.490396,3.492000,3.490000,6.000000,0.092677,0.035183,0.035183,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
258.500000,3.492904,3.492000,3.480000,6.000000,0.092603,0.032410,0.032410,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
259.000000,3.495416,3.488000,3.490000,6.000000,0.092526,0.032236,0.032236,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
259.500000,3.497682,3.496000,3.520000,6.000000,0.092449,0.038067,0.038067,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
260.000000,3.500139,3.504000,3.500000,6.000000,0.092379,0.033405,0.033405,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
260.500000,3.502407,3.498000,3.510000,6.000000,0.092303,0.037883,0.037883,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
261.000000,3.504932,3.502000,3.500000,6.000000,0.092234,0.031615,0.031615,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
261.500000,3.507239,3.505000,3.500000,6.000000,0.092156,0.036796,0.036796,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
262.000000,3.509537,3.515000,3.510000,6.000000,0.092085,0.036928,0.036928,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
262.500000,3.511880,3.515000,3.530000,6.000000,0.092014,0.035787,0.035787,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
263.000000,3.514169,3.513000,3.500000,6.000000,0.091942,0.037005,0.037005,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
263.500000,3.516609,3.519000,3.530000,6.000000,0.091872,0.033307,0.033307,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
264.000000,3.519101,3.525000,3.540000,6.000000,0.091797,0.031994,0.031994,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
264.500000,3.521349,3.522000,3.530000,6.000000,0.091720,0.037776,0.037776,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
265.000000,3.523784,3.528000,3.510000,6.000000,0.091651,0.033210,0.033210,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
265.500000,3.526121,3.534000,3.530000,6.000000,0.091576,0.035485,0.035485,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
266.000000,3.528410,3.532000,3.520000,6.000000,0.091504,0.036576,0.036576,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
266.500000,3.530700,3.526000,3.540000,6.000000,0.091434,0.036464,0.036464,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
267.000000,3.532988,3.527000,3.530000,6.000000,0.091363,0.036452,0.036452,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
267.500000,3.535328,3.535000,3.550000,6.000000,0.091293,0.035135,0.035135,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
268.000000,3.537597,3.532000,3.540000,6.000000,0.091221,0.036761,0.036761,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
268.500000,3.539858,3.539000,3.530000,6.000000,0.091151,0.036885,0.036885,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
269.000000,3.542105,3.537000,3.550000,6.000000,0.091081,0.037145,0.037145,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
269.500000,3.544392,3.546000,3.550000,6.000000,0.091012,0.036146,0.036146,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
270.000000,3.546725,3.544000,3.540000,6.000000,0.090942,0.034950,0.034950,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
270.500000,3.549018,3.548000,3.550000,6.000000,0.090870,0.035834,0.035834,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
271.000000,3.551416,3.562000,3.540000,6.000000,0.090799,0.033229,0.033229,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
271.500000,3.553741,3.550000,3.560000,6.000000,0.090726,0.034928,0.034928,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
272.000000,3.556192,3.552000,3.550000,6.000000,0.090654,0.031842,0.031842,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
272.500000,3.558512,3.553000,3.560000,6.000000,0.090579,0.034885,0.034885,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
273.000000,3.560695,3.559000,3.560000,6.000000,0.090507,0.038118,0.038118,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
273.500000,3.563013,3.558000,3.550000,6.000000,0.090440,0.034807,0.034807,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
274.000000,3.565297,3.561000,3.570000,6.000000,0.090369,0.035564,0.035564,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
274.500000,3.567578,3.563000,3.560000,6.000000,0.090299,0.035546,0.035546,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
275.000000,3.569771,3.568000,3.560000,6.000000,0.090228,0.037601,0.037601,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
275.500000,3.572039,3.569000,3.570000,6.000000,0.090161,0.035734,0.035734,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
276.000000,3.574201,3.575000,3.580000,6.000000,0.090091,0.038194,0.038194,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
276.500000,3.576537,3.570000,3.580000,6.000000,0.090025,0.033962,0.033962,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
277.000000,3.578726,3.582000,3.580000,6.000000,0.089953,0.037427,0.037427,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
277.500000,3.581089,3.588000,3.570000,6.000000,0.089885,0.033158,0.033158,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
278.000000,3.583422,3.586000,3.580000,6.000000,0.089813,0.033819,0.033819,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
278.500000,3.585682,3.585000,3.570000,6.000000,0.089741,0.035503,0.035503,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
279.000000,3.588018,3.585000,3.590000,6.000000,0.089671,0.033613,0.033613,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
279.500000,3.590369,3.595000,3.590000,6.000000,0.089599,0.033189,0.033189,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
280.000000,3.592741,3.600000,3.610000,6.000000,0.089527,0.032578,0.032578,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
280.500000,3.595025,3.596000,3.590000,6.000000,0.089454,0.034637,0.034637,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
281.000000,3.597404,3.593000,3.600000,6.000000,0.089384,0.032300,0.032300,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
281.500000,3.599559,3.600000,3.610000,6.000000,0.089311,0.037583,0.037583,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
282.000000,3.601791,3.590000,3.620000,6.000000,0.089244,0.035687,0.035687,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
282.500000,3.604157,3.603000,3.600000,6.000000,0.089176,0.032377,0.032377,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
283.000000,3.606495,3.606000,3.620000,6.000000,0.089103,0.032991,0.032991,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
283.500000,3.608729,3.607000,3.600000,6.000000,0.089031,0.035417,0.035417,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
284.000000,3.611048,3.612000,3.600000,6.000000,0.088962,0.033321,0.033321,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
284.500000,3.613195,3.616000,3.610000,6.000000,0.088891,0.037360,0.037360,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
285.000000,3.615334,3.622000,3.620000,6.000000,0.088825,0.037484,0.037484,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
285.500000,3.617433,3.616000,3.620000,6.000000,0.088759,0.038381,0.038381,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
286.000000,3.619741,3.615000,3.630000,6.000000,0.088694,0.033307,0.033307,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
286.500000,3.622097,3.632000,3.640000,6.000000,0.088623,0.032068,0.032068,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
287.000000,3.624382,3.631000,3.620000,6.000000,0.088551,0.033714,0.033714,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
287.500000,3.626565,3.621000,3.620000,6.000000,0.088481,0.036089,0.036089,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
288.000000,3.628686,3.626000,3.620000,6.000000,0.088413,0.037514,0.037514,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
288.500000,3.630833,3.639000,3.620000,6.000000,0.088348,0.036819,0.036819,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
289.000000,3.632919,3.626000,3.640000,6.000000,0.088282,0.038232,0.038232,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
289.500000,3.635228,3.640000,3.630000,6.000000,0.088218,0.032793,0.032793,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
290.000000,3.637379,3.643000,3.630000,6.000000,0.088147,0.036515,0.036515,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
290.500000,3.639667,3.635000,3.630000,6.000000,0.088081,0.033183,0.033183,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
291.000000,3.641844,3.652000,3.650000,6.000000,0.088010,0.035760,0.035760,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
291.500000,3.643904,3.641000,3.650000,6.000000,0.087943,0.038487,0.038487,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
292.000000,3.645981,3.648000,3.640000,6.000000,0.087880,0.038048,0.038048,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
292.500000,3.648134,3.644000,3.650000,6.000000,0.087816,0.036149,0.036149,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
293.000000,3.650241,3.644000,3.660000,6.000000,0.087750,0.037162,0.037162,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
293.500000,3.652450,3.647000,3.660000,6.000000,0.087685,0.034690,0.034690,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
294.000000,3.654596,3.650000,3.660000,6.000000,0.087617,0.036110,0.036110,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
294.500000,3.656718,3.662000,3.640000,6.000000,0.087551,0.036617,0.036617,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
295.000000,3.658890,3.658000,3.670000,6.000000,0.087486,0.035368,0.035368,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
295.500000,3.661217,3.654000,3.660000,6.000000,0.087419,0.031564,0.031564,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
296.000000,3.663333,3.663000,3.670000,6.000000,0.087347,0.036547,0.036547,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
296.500000,3.665383,3.657000,3.660000,6.000000,0.087282,0.038100,0.038100,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
297.000000,3.667620,3.666000,3.660000,6.000000,0.087219,0.033528,0.033528,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
297.500000,3.669826,3.668000,3.660000,6.000000,0.087150,0.034194,0.034194,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
298.000000,3.672099,3.680000,3.670000,6.000000,0.087082,0.032532,0.032532,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
298.500000,3.674154,3.680000,3.670000,6.000000,0.087012,0.037695,0.037695,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
299.000000,3.676274,3.672000,3.660000,6.000000,0.086949,0.036065,0.036065,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
299.500000,3.678386,3.672000,3.660000,6.000000,0.086884,0.036205,0.036205,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
300.000000,3.680454,3.685000,3.710000,6.000000,0.086819,0.037184,0.037184,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
300.500000,3.682569,3.680000,3.690000,6.000000,0.086755,0.035995,0.035995,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
301.000000,3.684730,3.681000,3.680000,6.000000,0.086690,0.034826,0.034826,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
301.500000,3.686865,3.685000,3.690000,6.000000,0.086624,0.035393,0.035393,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
302.000000,3.689087,3.681000,3.680000,6.000000,0.086558,0.033219,0.033219,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
302.500000,3.691295,3.697000,3.680000,6.000000,0.086490,0.033502,0.033502,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
303.000000,3.693292,3.702000,3.690000,6.000000,0.086422,0.038499,0.038499,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
303.500000,3.695322,3.703000,3.700000,6.000000,0.086360,0.037634,0.037634,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
304.000000,3.697506,3.703000,3.710000,6.000000,0.086298,0.033874,0.033874,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
304.500000,3.699544,3.698000,3.700000,6.000000,0.086231,0.037315,0.037315,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
305.000000,3.701544,3.701000,3.690000,6.000000,0.086168,0.038190,0.038190,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
305.500000,3.703549,3.704000,3.700000,6.000000,0.086106,0.037973,0.037973,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
306.000000,3.705821,3.704000,3.700000,6.000000,0.086045,0.031514,0.031514,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
306.500000,3.707808,3.714000,3.710000,6.000000,0.085975,0.038289,0.038289,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
307.000000,3.709996,3.707000,3.710000,6.000000,0.085914,0.033397,0.033397,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
307.500000,3.712202,3.713000,3.710000,6.000000,0.085846,0.032919,0.032919,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
308.000000,3.714234,3.718000,3.730000,6.000000,0.085778,0.037000,0.037000,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
308.500000,3.716269,3.718000,3.700000,6.000000,0.085716,0.036873,0.036873,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
309.000000,3.718462,3.719000,3.730000,6.000000,0.085653,0.033017,0.033017,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
309.500000,3.720593,3.713000,3.710000,6.000000,0.085586,0.034457,0.034457,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
310.000000,3.722719,3.718000,3.720000,6.000000,0.085520,0.034487,0.034487,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
310.500000,3.724710,3.720000,3.740000,6.000000,0.085455,0.037674,0.037674,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
311.000000,3.726936,3.725000,3.740000,6.000000,0.085394,0.031957,0.031957,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
311.500000,3.728941,3.732000,3.750000,6.000000,0.085325,0.037211,0.037211,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
312.000000,3.731139,3.747000,3.740000,6.000000,0.085263,0.032525,0.032525,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
312.500000,3.733145,3.731000,3.750000,6.000000,0.085196,0.037034,0.037034,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
313.000000,3.735148,3.732000,3.770000,6.000000,0.085134,0.037064,0.037064,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
313.500000,3.737220,3.738000,3.720000,6.000000,0.085072,0.035347,0.035347,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
314.000000,3.739421,3.736000,3.740000,6.000000,0.085009,0.032179,0.032179,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
314.500000,3.741502,3.742000,3.750000,6.000000,0.084941,0.035018,0.035018,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
315.000000,3.743685,3.739000,3.730000,6.000000,0.084877,0.032481,0.032481,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
315.500000,3.745736,3.731000,3.740000,6.000000,0.084810,0.035577,0.035577,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
316.000000,3.747917,3.750000,3.750000,6.000000,0.084747,0.032403,0.032403,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
316.500000,3.750008,3.749000,3.750000,6.000000,0.084679,0.034497,0.034497,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
317.000000,3.752136,3.751000,3.740000,6.000000,0.084615,0.033551,0.033551,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
317.500000,3.754102,3.744000,3.760000,6.000000,0.084550,0.037371,0.037371,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
318.000000,3.756137,3.754000,3.760000,6.000000,0.084489,0.035642,0.035642,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
318.500000,3.758183,3.756000,3.760000,6.000000,0.084427,0.035317,0.035317,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
319.000000,3.760191,3.755000,3.740000,6.000000,0.084364,0.036180,0.036180,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
319.500000,3.762118,3.756000,3.740000,6.000000,0.084302,0.038048,0.038048,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
320.000000,3.764247,3.763000,3.760000,6.000000,0.084243,0.033136,0.033136,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
320.500000,3.766261,3.759000,3.780000,6.000000,0.084177,0.035846,0.035846,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
321.000000,3.768288,3.768000,3.770000,6.000000,0.084115,0.035484,0.035484,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
321.500000,3.770410,3.771000,3.760000,6.000000,0.084053,0.033102,0.033102,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
322.000000,3.772315,3.774000,3.770000,6.000000,0.083987,0.038285,0.038285,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
322.500000,3.774462,3.772000,3.770000,6.000000,0.083929,0.032394,0.032394,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
323.000000,3.776545,3.769000,3.760000,6.000000,0.083863,0.033868,0.033868,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
323.500000,3.778622,3.771000,3.790000,6.000000,0.083799,0.033948,0.033948,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
324.000000,3.780788,3.781000,3.770000,6.000000,0.083735,0.031747,0.031747,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
324.500000,3.782881,3.786000,3.770000,6.000000,0.083668,0.033451,0.033451,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
325.000000,3.784797,3.792000,3.790000,6.000000,0.083604,0.037614,0.037614,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
325.500000,3.786755,3.795000,3.780000,6.000000,0.083545,0.036558,0.036558,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
326.000000,3.788692,3.794000,3.780000,6.000000,0.083484,0.036996,0.036996,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
326.500000,3.790638,3.788000,3.790000,6.000000,0.083425,0.036724,0.036724,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
327.000000,3.792571,3.790000,3.780000,6.000000,0.083365,0.036956,0.036956,0.000000,0.000000,1,1,1,1.000000,4.800000,4.800000,1,C1,INV-005
